Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
05-08-2022,North,Furniture,Supplier D,Warehouse 3,Fulfilled,1076,1195,666.61,True,27,True,69096.16,2730.35,8544
13-11-2024,East,Electronics,Supplier D,Warehouse 1,Pending,225,2059,3540.56,True,26,False,26564.14,3155.19,5366
03-06-2024,South,Electronics,Supplier B,Warehouse 3,Canceled,553,4479,10963.21,True,12,False,105974.21,3719.44,6110
05-04-2023,South,Accessories,Supplier A,Warehouse 2,Fulfilled,429,4119,3890.95,True,23,False,43503.55,2870.49,9789
16-11-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,265,266,1826.32,True,10,False,8834.69,437.0,8171
01-07-2023,East,Accessories,Supplier C,Warehouse 1,Pending,456,4023,10824.73,True,1,False,22150.58,3691.29,8882
09-10-2022,West,Accessories,Supplier D,Warehouse 3,Pending,450,3511,2204.66,True,8,False,61322.24,3980.09,5925
27-02-2024,South,Clothing,Supplier A,Warehouse 3,Fulfilled,463,4235,4612.52,True,11,True,30891.33,3362.26,8010
20-07-2020,West,Furniture,Supplier A,Warehouse 2,Pending,589,2097,12606.39,True,26,False,17379.19,1701.64,9654
13-04-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,207,187,13416.58,True,14,False,12262.5,1748.43,6542
06-09-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,682,5096,1812.02,False,6,True,13861.15,3172.13,8499
02-03-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,517,1353,4370.92,True,3,False,120299.3,2353.41,6320
05-05-2020,East,Electronics,Supplier D,Warehouse 2,Fulfilled,264,3773,7727.11,True,20,False,50242.23,3070.01,6195
18-02-2022,East,Electronics,Supplier C,Warehouse 1,Fulfilled,499,2372,11120.72,True,17,False,42892.44,2393.1,6719
24-04-2022,West,Electronics,Supplier D,Warehouse 1,Canceled,805,4155,9998.06,True,26,False,61015.88,4277.65,8595
15-06-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,208,3163,1829.03,True,20,False,10168.1,3710.74,7543
05-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,887,2502,3578.41,True,14,False,29249.84,3316.32,8913
03-05-2020,South,Clothing,Supplier C,Warehouse 3,Canceled,563,245,7538.22,True,7,False,41554.13,2119.89,9397
09-10-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,982,1743,3328.35,True,26,False,178429.56,3055.18,9233
08-09-2023,South,Accessories,Supplier D,Warehouse 1,Fulfilled,771,768,6769.35,True,6,False,125205.11,642.01,6909
12-02-2022,East,Furniture,Supplier D,Warehouse 1,Fulfilled,484,2273,11720.54,True,23,True,80467.45,1401.79,8444
10-03-2023,West,Electronics,Supplier A,Warehouse 3,Fulfilled,828,1829,7582.53,True,14,False,176017.8,1451.72,9122
25-10-2022,East,Electronics,Supplier A,Warehouse 1,Pending,430,3294,10158.9,True,2,False,45243.51,3441.23,8230
27-08-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,679,3051,5231.13,True,17,False,141224.65,2052.34,5995
19-09-2022,West,Clothing,Supplier D,Warehouse 2,Fulfilled,807,4372,716.78,True,20,False,83017.67,3625.05,8485
03-02-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,397,3589,6798.53,True,29,False,16973.33,3226.28,6345
10-10-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,529,2698,7713.71,True,8,True,55900.08,1935.92,9784
12-02-2023,South,Furniture,Supplier D,Warehouse 2,Fulfilled,411,2622,4720.94,True,8,False,61025.67,1657.98,5325
25-06-2020,South,Furniture,Supplier B,Warehouse 2,Fulfilled,103,1356,8934.32,True,0,False,12070.26,1988.02,6647
20-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,452,2241,14439.52,True,5,False,99020.6,3418.87,5467
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,592,406,2394.67,True,1,False,22536.83,1974.93,6675
31-03-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,377,1203,6939.1,True,12,False,46185.83,2622.73,9417
22-07-2020,East,Electronics,Supplier C,Warehouse 3,Canceled,497,1770,10329.85,False,27,False,59062.5,2201.18,9765
28-04-2023,South,Accessories,Supplier B,Warehouse 2,Fulfilled,842,3370,6464.38,True,22,False,149575.17,2551.65,7589
23-11-2024,North,Electronics,Supplier C,Warehouse 2,Canceled,408,4446,7277.53,True,10,False,30229.15,2544.7,5787
02-06-2022,West,Clothing,Supplier D,Warehouse 1,Fulfilled,667,4225,13283.86,True,10,False,68609.31,4227.22,5152
04-11-2022,West,Accessories,Supplier D,Warehouse 1,Pending,652,1514,7661.36,True,17,False,78272.73,1109.56,6676
22-04-2023,East,Clothing,Supplier A,Warehouse 3,Pending,496,572,14215.95,True,14,False,79332.3,2688.41,5215
28-08-2024,East,Furniture,Supplier A,Warehouse 3,Fulfilled,878,159,1892.01,False,0,False,58978.85,1508.1,5715
23-01-2023,South,Electronics,Supplier A,Warehouse 1,Pending,237,2164,7847.11,True,21,False,14203.11,3070.85,7242
10-06-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,753,2472,6212.88,True,7,False,25100.59,1445.3,9970
15-01-2024,North,Furniture,Supplier C,Warehouse 3,Pending,306,4529,12392.25,True,9,False,6452.9,4083.6,8263
08-04-2023,West,Electronics,Supplier B,Warehouse 1,Fulfilled,1158,1879,858.91,True,6,False,62023.37,2620.25,7068
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,101,1569,10071.63,True,5,False,15447.65,1497.91,5092
11-09-2023,North,Furniture,Supplier A,Warehouse 3,Canceled,363,1362,14026.2,True,4,False,41278.42,962.17,5708
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,460,390,2375.1,True,3,False,25549.07,1997.46,6675
11-10-2023,East,Electronics,Supplier A,Warehouse 1,Pending,234,1953,7946.18,True,7,False,30338.31,2534.05,9804
06-11-2023,South,Accessories,Supplier D,Warehouse 1,Fulfilled,1086,1599,3456.85,True,18,True,74422.68,2675.82,8574
29-11-2023,West,Clothing,Supplier D,Warehouse 3,Fulfilled,660,2217,1997.16,True,7,False,45453.04,2255.18,5213
13-08-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,575,4466,13541.89,True,26,False,80597.32,4020.01,5526
05-11-2022,East,Clothing,Supplier C,Warehouse 3,Canceled,1121,1109,12990.3,False,18,False,160600.99,3067.75,5711
08-05-2020,East,Accessories,Supplier A,Warehouse 1,Pending,572,3090,13314.54,False,19,False,25267.26,3828.82,8399
28-06-2022,South,Electronics,Supplier D,Warehouse 2,Fulfilled,686,2731,7379.66,True,18,False,53365.41,2074.33,5570
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,494,2380,3969.26,True,24,False,49137.11,1980.74,5942
15-07-2022,East,Furniture,Supplier A,Warehouse 3,Pending,309,668,8867.72,True,20,False,28436.14,1715.45,9641
19-04-2023,South,Electronics,Supplier D,Warehouse 1,Canceled,186,2952,2171.49,True,6,False,18004.51,1473.59,5734
19-06-2023,South,Clothing,Supplier A,Warehouse 2,Fulfilled,739,4081,8215.68,True,10,False,65967.95,2763.95,9771
19-01-2024,North,Accessories,Supplier B,Warehouse 3,Fulfilled,847,182,9996.95,True,15,False,143779.76,2245.42,8663
09-02-2023,East,Furniture,Supplier C,Warehouse 2,Fulfilled,505,4788,2864.14,True,20,False,29029.39,4486.12,5109
13-01-2023,East,Clothing,Supplier B,Warehouse 2,Pending,283,3988,1258.55,True,5,False,18902.24,2471.43,8971
05-07-2020,North,Electronics,Supplier A,Warehouse 3,Fulfilled,525,2429,3175.22,True,21,False,69622.84,1962.12,5434
14-04-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,101,2645,4761.83,True,15,False,15917.76,2170.01,8403
29-05-2020,West,Clothing,Supplier D,Warehouse 3,Fulfilled,429,2923,6205.64,True,17,False,26012.8,1455.11,9326
05-08-2024,West,Accessories,Supplier A,Warehouse 2,Canceled,403,2566,5669.28,True,25,False,40319.02,1948.25,5050
30-09-2023,West,Electronics,Supplier B,Warehouse 2,Pending,324,2068,618.47,True,11,False,25569.61,2049.42,7033
06-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,272,3558,3687.71,True,17,False,40524.49,2143.01,6446
12-03-2022,West,Accessories,Supplier C,Warehouse 1,Fulfilled,232,1853,2602.35,True,28,False,27102.46,3042.61,8058
11-01-2023,East,Electronics,Supplier C,Warehouse 3,Fulfilled,836,4658,13149.62,True,27,False,152540.29,4456.1,8664
27-06-2024,South,Furniture,Supplier C,Warehouse 3,Pending,729,706,9162.83,True,19,False,20687.03,485.99,9268
25-12-2023,North,Furniture,Supplier B,Warehouse 3,Fulfilled,607,2181,9583.6,True,4,False,55564.2,2221.2,9820
22-09-2022,North,Furniture,Supplier B,Warehouse 2,Canceled,871,2060,2842.8,True,19,True,93773.98,3091.62,7339
06-06-2020,East,Furniture,Supplier A,Warehouse 1,Fulfilled,572,2275,5152.15,True,6,False,20869.54,3694.79,5683
25-05-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,268,2414,8164.48,True,23,False,50853.21,3414.9,7008
19-02-2023,South,Accessories,Supplier A,Warehouse 2,Fulfilled,411,2654,4149.1,True,21,False,45290.72,2712.14,7314
19-09-2022,West,Clothing,Supplier D,Warehouse 2,Fulfilled,671,4143,681.74,True,19,False,104165.72,3252.07,8485
10-07-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,231,4932,9676.47,True,25,False,6270.31,2684.9,6566
01-10-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,886,2842,11547.66,True,11,False,29451.43,3334.95,5628
25-06-2020,South,Furniture,Supplier B,Warehouse 2,Fulfilled,122,1308,8448.39,True,0,False,10824.52,2165.43,6647
13-10-2023,East,Furniture,Supplier A,Warehouse 1,Fulfilled,837,4167,1691.96,True,13,False,117812.37,4014.09,9306
07-12-2023,East,Furniture,Supplier B,Warehouse 1,Canceled,442,2971,815.95,True,4,False,38895.73,3667.38,9876
26-05-2020,North,Furniture,Supplier A,Warehouse 2,Fulfilled,738,4892,13936.27,True,19,False,48669.82,3056.46,6275
29-09-2022,East,Electronics,Supplier C,Warehouse 2,Pending,560,943,10400.63,True,3,False,93112.93,880.84,5027
16-05-2023,North,Clothing,Supplier C,Warehouse 1,Fulfilled,931,3390,14410.83,True,22,True,61759.57,3096.36,7121
06-03-2022,East,Clothing,Supplier C,Warehouse 2,Fulfilled,440,4233,1070.39,True,9,False,31137.45,3812.45,6586
17-04-2022,South,Clothing,Supplier A,Warehouse 3,Fulfilled,643,1434,14628.2,True,11,False,32846.02,1877.32,7157
22-05-2020,North,Clothing,Supplier D,Warehouse 3,Fulfilled,651,4076,1462.74,True,9,False,68762.95,3791.26,7059
21-09-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,451,2627,9005.24,True,12,True,85847.31,2513.12,5387
19-03-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,392,1770,12300.79,True,8,False,51826.7,2575.92,8048
15-02-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,345,747,13792.79,True,12,True,35004.94,1879.21,7417
07-03-2023,South,Furniture,Supplier C,Warehouse 2,Pending,811,2964,10644.42,True,23,False,37055.2,2573.62,6405
10-05-2023,West,Electronics,Supplier A,Warehouse 3,Canceled,215,155,10268.61,True,23,False,39049.76,2586.34,6810
26-06-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,173,1950,12171.04,True,27,False,17337.68,1133.91,9063
08-04-2024,North,Furniture,Supplier C,Warehouse 1,Fulfilled,425,1807,12960.53,True,27,False,66579.4,2499.46,8321
21-06-2020,South,Clothing,Supplier D,Warehouse 3,Canceled,167,2554,7684.6,True,1,False,31099.74,1735.63,8797
13-07-2022,West,Electronics,Supplier D,Warehouse 1,Fulfilled,810,4954,8380.27,True,28,False,164224.79,3354.76,6856
14-09-2023,East,Clothing,Supplier C,Warehouse 1,Fulfilled,77,4404,4128.87,True,24,False,3604.67,2996.26,7559
03-02-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,501,4214,6594.15,True,29,False,14623.29,3400.09,6345
10-07-2022,East,Accessories,Supplier B,Warehouse 2,Pending,228,4004,16073.68,True,17,False,30613.12,3562.92,9438
08-04-2022,West,Accessories,Supplier A,Warehouse 2,Pending,601,3884,4236.95,True,25,False,12902.31,3286.88,8556
13-06-2020,North,Electronics,Supplier A,Warehouse 3,Fulfilled,409,4947,1309.68,True,21,False,82042.91,2935.2,7201
12-09-2023,North,Electronics,Supplier C,Warehouse 1,Fulfilled,347,3233,8184.43,True,5,False,51239.75,2388.14,9720
26-08-2023,South,Electronics,Supplier B,Warehouse 2,Pending,956,3960,3655.26,True,23,False,124847.38,2464.34,8349
16-01-2023,North,Electronics,Supplier B,Warehouse 2,Fulfilled,446,4110,8881.06,True,10,False,82848.84,2749.26,6711
14-08-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,662,640,10513.03,True,19,True,60857.39,1640.47,7078
21-08-2022,South,Furniture,Supplier A,Warehouse 3,Pending,376,314,2600.5,True,23,False,34434.64,254.31,9044
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,1128,5009,4924.55,True,21,False,149440.89,3256.37,8877
19-06-2022,East,Clothing,Supplier B,Warehouse 3,Fulfilled,266,527,14373.85,True,30,False,43525.58,1835.97,5596
13-01-2023,East,Clothing,Supplier B,Warehouse 2,Pending,219,3808,1353.94,True,7,False,17314.46,2287.89,8971
02-08-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,486,3835,7590.07,True,26,False,90589.25,2228.1,7442
03-09-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,170,5130,8119.34,True,8,False,38930.44,2612.44,9897
27-11-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,1158,116,5108.63,True,26,False,69310.83,1283.39,8183
09-10-2022,West,Accessories,Supplier D,Warehouse 3,Pending,471,3112,2143.15,True,7,False,66780.22,3488.37,5925
27-11-2023,North,Clothing,Supplier C,Warehouse 1,Fulfilled,220,1588,3666.89,True,7,False,28494.93,1849.9,5099
03-01-2024,South,Accessories,Supplier C,Warehouse 2,Pending,215,3086,2954.83,True,3,False,27902.31,2313.76,6030
05-07-2023,North,Accessories,Supplier B,Warehouse 2,Fulfilled,47,2445,1740.21,True,7,False,11043.93,2777.95,5346
20-08-2024,East,Clothing,Supplier A,Warehouse 3,Pending,446,4233,2232.37,True,19,False,67087.67,3874.83,9469
24-05-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,456,3463,8929.21,True,16,False,42818.2,2892.78,5006
07-12-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,695,3776,11576.92,True,8,False,107764.97,3547.11,8464
11-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,985,2623,6678.92,True,5,False,37996.6,2385.05,7301
24-04-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,600,1903,11708.53,True,27,False,105634.1,2382.86,6368
14-04-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,94,2650,4191.86,True,13,False,14283.06,2044.33,8403
22-11-2024,South,Clothing,Supplier B,Warehouse 3,Fulfilled,1019,912,1324.96,True,14,False,61867.53,2159.52,8281
12-10-2022,East,Furniture,Supplier A,Warehouse 3,Fulfilled,344,3181,6443.36,True,25,False,26719.79,3144.81,5133
09-07-2022,South,Accessories,Supplier A,Warehouse 2,Pending,452,316,1365.72,True,18,False,86612.37,2198.19,9644
09-02-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,605,1316,9553.48,True,1,False,99185.44,1924.6,6420
02-12-2023,West,Clothing,Supplier B,Warehouse 1,Pending,420,3636,8138.65,True,26,False,74626.45,2543.29,6625
13-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,696,509,13422.87,True,23,False,13972.0,1599.64,8002
05-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,254,2067,11474.55,True,0,False,51398.77,1787.74,9833
24-09-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,296,3154,7740.33,True,24,False,21970.69,1478.64,5359
14-12-2023,West,Furniture,Supplier A,Warehouse 2,Pending,994,266,8290.23,True,1,False,26947.95,292.26,8465
06-03-2024,North,Furniture,Supplier D,Warehouse 1,Fulfilled,230,3436,2666.66,True,17,False,23900.63,3463.77,7893
06-12-2022,South,Electronics,Supplier C,Warehouse 1,Canceled,540,300,6051.81,True,17,False,80236.58,303.7,8000
15-09-2022,North,Furniture,Supplier C,Warehouse 1,Pending,115,1343,14557.26,True,26,False,11390.42,2713.28,8821
18-01-2022,North,Clothing,Supplier C,Warehouse 3,Canceled,894,830,5326.38,True,5,False,59235.26,1445.46,8675
03-04-2024,East,Electronics,Supplier A,Warehouse 3,Canceled,933,2800,965.16,True,3,False,107811.32,1561.3,7457
04-06-2024,West,Clothing,Supplier A,Warehouse 1,Pending,437,4815,12842.29,True,16,False,71984.93,4376.97,9805
11-11-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,838,974,2191.48,True,1,False,172193.43,2279.94,8275
14-07-2020,South,Furniture,Supplier A,Warehouse 3,Fulfilled,759,2447,15507.0,True,3,False,164387.47,1669.63,5828
15-06-2020,South,Clothing,Supplier A,Warehouse 2,Fulfilled,845,3140,1972.86,True,17,False,113754.46,3342.37,8369
19-11-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,803,1056,717.3,True,5,False,87176.86,2391.47,6829
07-02-2023,North,Accessories,Supplier C,Warehouse 3,Canceled,173,3021,4604.36,True,22,False,33620.97,2979.42,6186
04-03-2024,North,Furniture,Supplier C,Warehouse 1,Canceled,422,3560,13097.66,False,26,False,58043.54,2280.43,7743
31-05-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,674,3065,11242.72,False,25,True,96213.31,4133.67,9768
30-01-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,990,3245,12430.07,True,19,False,158530.08,3917.47,6454
22-11-2023,South,Furniture,Supplier B,Warehouse 1,Pending,701,3311,1481.66,True,12,False,142622.74,1949.71,5257
14-01-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,812,3287,3370.1,True,30,True,71477.09,1891.47,6415
10-07-2020,West,Furniture,Supplier A,Warehouse 1,Pending,453,1968,6118.62,True,9,False,22002.8,1617.07,5604
01-08-2023,North,Electronics,Supplier B,Warehouse 1,Fulfilled,909,3677,15248.57,False,23,False,86972.45,3414.12,8367
17-02-2023,East,Clothing,Supplier C,Warehouse 2,Pending,304,4123,7844.49,True,15,False,53253.75,4774.53,5938
13-01-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,967,306,16398.36,True,15,False,113596.68,2023.31,7675
23-06-2023,West,Clothing,Supplier A,Warehouse 2,Canceled,46,3219,7716.94,True,27,False,11268.53,3733.2,9165
15-08-2023,North,Furniture,Supplier B,Warehouse 1,Canceled,846,1342,16520.34,True,27,False,134797.69,812.18,8960
24-09-2023,West,Clothing,Supplier D,Warehouse 1,Fulfilled,851,3841,7103.31,True,10,False,130468.65,2894.02,5127
16-01-2022,North,Furniture,Supplier B,Warehouse 2,Fulfilled,409,607,5286.56,True,0,False,28814.37,781.04,6211
19-05-2023,East,Clothing,Supplier D,Warehouse 3,Fulfilled,256,4930,11025.96,True,11,False,40169.3,5016.39,9611
12-07-2023,North,Accessories,Supplier C,Warehouse 2,Canceled,820,202,1625.15,True,9,False,81275.22,770.38,6060
03-10-2023,West,Accessories,Supplier A,Warehouse 2,Fulfilled,820,4539,4335.96,False,15,False,26014.43,3578.85,7497
09-07-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,547,787,736.83,True,26,True,90148.42,590.39,9189
01-05-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,186,2982,2415.7,True,8,False,16693.4,2942.44,6692
07-12-2023,East,Furniture,Supplier B,Warehouse 1,Canceled,486,2977,805.67,True,5,False,33176.99,3742.39,9876
04-05-2020,East,Accessories,Supplier A,Warehouse 3,Fulfilled,761,3803,6156.61,True,4,False,51332.06,3609.14,8356
17-05-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,899,3101,4582.52,True,30,False,36732.67,3593.43,8333
16-12-2022,South,Accessories,Supplier D,Warehouse 3,Fulfilled,432,1890,710.24,True,30,False,100977.42,1450.83,8280
26-08-2023,South,Electronics,Supplier B,Warehouse 2,Pending,912,4383,4019.69,True,23,False,132249.52,2557.02,8349
02-08-2024,South,Accessories,Supplier A,Warehouse 3,Pending,207,3965,7905.71,False,16,False,12507.24,3444.82,5941
17-07-2022,West,Clothing,Supplier D,Warehouse 2,Canceled,810,4693,10737.51,False,5,False,98367.07,2924.87,6940
02-02-2024,South,Electronics,Supplier D,Warehouse 3,Canceled,359,2594,5646.67,True,22,False,17526.87,2609.81,8290
25-08-2023,South,Clothing,Supplier C,Warehouse 1,Fulfilled,387,1059,9354.17,False,25,False,26025.51,796.9,9513
21-06-2020,South,Clothing,Supplier D,Warehouse 3,Canceled,168,2866,7204.98,True,2,False,34806.68,1512.03,8797
17-02-2023,East,Clothing,Supplier C,Warehouse 2,Pending,332,4819,8821.34,True,17,False,57424.19,4833.41,5938
01-04-2022,North,Electronics,Supplier A,Warehouse 1,Pending,700,580,9100.79,True,12,False,27421.25,2012.26,5530
04-02-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,883,4454,4059.82,True,8,False,120575.99,2975.17,9033
27-06-2022,West,Accessories,Supplier B,Warehouse 2,Canceled,402,2852,10400.81,False,17,False,29836.46,2848.24,5130
26-07-2022,West,Accessories,Supplier B,Warehouse 1,Pending,596,2542,14250.21,True,23,False,21704.45,3746.0,6557
30-03-2024,North,Clothing,Supplier B,Warehouse 2,Fulfilled,433,4021,554.62,True,22,False,9685.67,4576.31,5227
21-06-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,647,1335,13605.02,True,13,False,75346.32,1165.67,7143
13-06-2020,North,Electronics,Supplier A,Warehouse 3,Fulfilled,338,4784,1327.06,True,20,False,82089.37,3019.84,7201
04-06-2020,East,Accessories,Supplier A,Warehouse 2,Fulfilled,290,739,11399.41,True,15,True,41014.71,494.04,5931
17-02-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,459,629,10645.06,True,20,False,33064.95,1398.85,5524
18-10-2024,East,Electronics,Supplier C,Warehouse 1,Fulfilled,368,4852,10502.56,True,30,False,25697.5,3305.08,6418
25-09-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,973,3362,3821.44,True,0,False,83263.5,3309.48,8497
01-08-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,76,3641,6311.98,True,15,False,12677.68,1942.52,9600
28-07-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,552,4312,3440.98,True,5,True,65043.18,4203.72,7970
29-01-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,459,1748,4349.83,True,23,False,57212.25,2575.49,6750
19-12-2023,North,Furniture,Supplier C,Warehouse 1,Fulfilled,64,3584,11328.43,True,18,True,1717.22,2392.06,5796
19-07-2020,North,Electronics,Supplier A,Warehouse 2,Pending,508,4319,1454.21,True,17,False,70959.25,3323.35,9304
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,427,2489,4356.07,True,21,False,61329.55,1841.9,5942
07-01-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,91,2117,4576.72,True,15,False,10854.11,2419.52,5621
01-02-2022,North,Clothing,Supplier D,Warehouse 3,Pending,351,1202,7489.3,True,13,True,24558.5,2051.06,8728
20-06-2023,West,Furniture,Supplier B,Warehouse 1,Fulfilled,49,2738,4817.03,True,5,False,10102.22,3151.1,7256
09-07-2023,South,Electronics,Supplier C,Warehouse 3,Canceled,562,3170,10152.5,True,7,False,54250.53,2408.06,6529
04-01-2022,East,Accessories,Supplier A,Warehouse 1,Fulfilled,369,961,3235.58,False,1,False,39486.02,1547.53,7140
15-10-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,739,236,10982.82,True,9,False,35737.29,1577.48,8170
18-05-2023,North,Clothing,Supplier B,Warehouse 3,Fulfilled,197,4905,14933.13,True,11,False,10857.51,3014.87,8478
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,103,1529,10864.58,True,2,False,14307.35,1695.57,5092
16-11-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,257,270,2096.05,True,9,False,11233.98,376.64,8171
24-07-2024,South,Furniture,Supplier D,Warehouse 3,Fulfilled,148,835,2441.21,True,15,False,6757.91,1863.47,8187
05-06-2022,South,Clothing,Supplier A,Warehouse 1,Fulfilled,373,2629,3207.87,True,18,False,12441.3,3176.14,6950
09-07-2020,East,Electronics,Supplier D,Warehouse 1,Canceled,76,1459,10842.71,True,13,False,9174.62,1583.68,9605
26-12-2022,East,Accessories,Supplier C,Warehouse 1,Fulfilled,832,1664,12155.16,True,24,False,26261.47,1208.11,5528
28-06-2020,South,Furniture,Supplier C,Warehouse 2,Fulfilled,581,3757,11810.84,True,29,False,50821.22,3269.75,8902
30-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,243,4376,9204.43,True,15,False,5036.52,4112.64,6855
05-11-2022,East,Clothing,Supplier C,Warehouse 3,Canceled,988,1043,14734.97,False,17,False,180891.02,2764.59,5711
11-01-2024,West,Furniture,Supplier D,Warehouse 1,Fulfilled,630,2617,10421.11,True,23,False,96540.9,3005.8,8497
02-11-2023,North,Furniture,Supplier B,Warehouse 2,Fulfilled,308,1759,13349.93,True,24,False,56205.21,1178.14,9022
19-04-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,488,3750,16945.38,True,20,False,70260.15,3266.87,8326
18-12-2022,North,Clothing,Supplier A,Warehouse 3,Canceled,881,2637,8972.36,True,19,False,60074.16,1809.64,6488
01-07-2024,West,Electronics,Supplier B,Warehouse 2,Canceled,479,3575,4722.0,False,27,False,92140.86,2383.88,8226
12-06-2024,South,Clothing,Supplier B,Warehouse 3,Pending,125,2181,14580.35,True,18,False,15083.54,1430.33,7267
06-12-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,303,3506,5332.66,True,17,False,11438.47,2816.55,5037
12-05-2023,North,Clothing,Supplier B,Warehouse 2,Fulfilled,924,4639,650.05,True,9,False,108502.93,4131.5,7709
26-08-2024,South,Accessories,Supplier D,Warehouse 1,Fulfilled,563,811,14296.71,True,14,False,95806.72,552.05,6244
11-12-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,587,3611,6484.14,True,11,False,22188.86,2466.0,7209
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,176,2366,4093.03,True,22,False,6249.76,3297.17,7019
08-07-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,507,256,2004.66,True,21,False,98656.71,1840.59,8241
03-08-2024,South,Clothing,Supplier A,Warehouse 2,Pending,733,3534,10306.91,True,5,True,61288.48,4088.62,5951
08-06-2023,North,Accessories,Supplier D,Warehouse 3,Fulfilled,598,826,11994.72,True,6,False,112834.81,807.63,8876
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,84,1353,10437.78,True,3,False,15110.74,1743.53,5092
18-03-2024,North,Electronics,Supplier A,Warehouse 1,Fulfilled,74,2575,902.57,True,3,False,6559.77,2071.57,6773
03-07-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,273,3269,10745.7,True,29,True,17353.24,1801.23,8962
24-04-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,630,1903,11319.9,True,27,False,88620.83,2644.4,6368
